,title,tconst,startYear,averageRating,numVotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,Unknown,War,Western
14259,20 Dates,tt0138987,1998,5.6,1772,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14260,Sexe intentions,tt0139134,1999,6.8,193002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14261,Inferno,tt0139151,1999,5.1,9983,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14262,Go,tt0139239,1999,7.2,71888,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14263,High Art,tt0139362,1998,6.6,10685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14264,Fou d'elle,tt0139388,2000,5.6,2227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14265,Le Réveil du dimanche,tt0139413,1954,7.5,627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14266,Lake Placid,tt0139414,1999,5.8,61969,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14267,Une bouteille à la mer,tt0139462,1999,6.2,38794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14268,Dans la chambre de Vanda,tt0139500,2000,7.0,1570,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14269,Regarde la mer,tt0139564,1997,6.8,2173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14270,Slam,tt0139615,1998,7.0,2363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14271,Training Day,tt0139654,2001,7.7,435894,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14272,Jugé coupable,tt0139668,1999,6.6,36229,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14273,American Boys,tt0139699,1999,6.5,46511,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14274,Passé virtuel,tt0139809,1999,7.0,72640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
14275,L'ange rouge,tt0139820,1966,7.8,1575,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14276,La nourrice,tt0139877,1999,6.6,553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14277,The Boys,tt0139898,1998,6.9,1584,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14278,Mon frère,tt0139951,1998,6.8,800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14279,Les dieux du surf,tt0140282,1998,5.4,1210,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14280,Le gars des vents froids,tt0140307,1960,6.5,554,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14281,Révélations,tt0140352,1999,7.8,171859,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14282,Le songe d'une nuit d'été,tt0140379,1999,6.4,25799,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14283,La bête aveugle,tt0140384,1969,7.1,3529,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14284,Resurrection Man,tt0140508,1998,5.3,814,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14285,La femme de Seisaku,tt0140542,1965,7.7,567,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14286,Le dîner,tt0140603,1998,6.9,1289,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14287,Kaos II,tt0140638,1998,6.7,528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14288,Whatever,tt0140688,1998,6.4,1016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14289,Palwolui Keuriseumaseu,tt0140825,1998,7.6,3676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14290,Caresses,tt0140879,1998,6.3,508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14291,Central do Brasil,tt0140888,1998,8.0,39921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14292,Un vent de folie,tt0141098,1999,5.5,34568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14293,Jack Frost,tt0141109,1998,5.4,36931,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14294,Gideon,tt0141121,1998,6.6,1243,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14295,Gingko Bed,tt0141122,1996,5.5,390,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14296,Les héritiers,tt0141824,1998,7.3,1167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14297,La terreur des morts-vivants,tt0141897,1978,5.2,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14298,U-571,tt0141926,2000,6.6,82904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14299,The War Zone,tt0141974,1999,7.3,10467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14300,Wild Man Blues,tt0141986,1997,6.9,2242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
14301,Bird People in China,tt0142181,1998,7.4,4775,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14302,Le corrupteur,tt0142192,1999,6.0,18568,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14303,La tête dans le carton à chapeaux,tt0142201,1999,6.2,7091,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14304,Loin d'ici,tt0142231,1998,6.9,1819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14305,Dragon Ball Z 3: Le combat fratricide,tt0142233,1990,6.8,7817,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14306,Dragon Ball Z 2 - Le film seconde époque: Attaque super warrior,tt0142234,1994,5.9,5207,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14307,Dragon ball Z - Le film première époque: La fusion,tt0142236,1995,7.6,11072,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14308,Dragon Ball 6 - Cent mille guerrier de métal,tt0142237,1992,7.0,7769,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14309,Dragon Ball Z : Les Mercenaires de l'espace,tt0142238,1993,7.1,6231,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14310,Dragon Ball Z 2 - Le film première époque: Rivaux dangereux,tt0142239,1994,6.5,5391,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14311,Dragon Ball Z : Le Robot des glaces,tt0142240,1990,6.7,6632,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14312,Dragon ball 7 - L'offensive des cyborgs,tt0142241,1992,7.0,7164,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14313,Dragon Ball Z : Broly le super guerrier,tt0142242,1993,7.4,10972,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14314,Dragon ball Z - Le film seconde époque: L'attaque du dragon,tt0142243,1995,7.5,8902,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14315,Dragon Ball Z : La Menace de Namek,tt0142244,1991,6.6,5922,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14316,Dragon Ball : L'Aventure mystique,tt0142248,1988,6.9,2202,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14317,Dragon Ball 2: Le château du démon,tt0142249,1987,6.6,2372,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14318,Dragon Ball : L'Armée du Ruban Rouge,tt0142250,1996,7.2,2370,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14319,Dragon Ball 1 - La légende de Sheron,tt0142251,1986,6.7,2908,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14320,L'effrayant Docteur Hijikata,tt0142257,1969,6.5,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14321,Rainy Dog,tt0142316,1997,7.0,2698,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14322,Big Daddy,tt0142342,1999,6.4,218406,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14323,"Ken le survivant, le film",tt0142371,1986,7.1,6893,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14324,Mathieu l'astucieux,tt0142632,1977,8.2,2127,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14325,La neuvième porte,tt0142688,1999,6.7,183390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14326,La fiancée polonaise,tt0142772,1998,7.1,1398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14327,Les huit vertus bafouées,tt0142773,1973,6.8,643,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14328,Résurrection,tt0142804,1999,6.1,10296,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14329,L'enfer des tortures,tt0142920,1969,5.7,545,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14330,Orgies sadiques de l'ère Edo,tt0143010,1969,6.1,474,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14331,La légende de Zatoïchi - La vengeance,tt0143012,1966,7.3,1165,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14332,Adieu Philippine,tt0143088,1962,7.1,789,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14333,Le monde ne suffit pas,tt0143145,1999,6.4,201762,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14334,Je règle mon pas sur le pas de mon père,tt0143316,1999,6.5,426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14335,Kasaba,tt0143334,1997,7.0,5987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14336,"Baby Cart: L'âme d'un père, le coeur d'un fils",tt0143348,1972,7.5,4564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14337,Baby Cart: Le territoire des démons,tt0143428,1973,7.5,4277,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14338,Marie Baie des Anges,tt0143614,1997,6.0,593,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14339,Molly,tt0143746,1999,5.8,3000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14340,Scratch,tt0143861,2001,7.8,2817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14341,Les silencieuses,tt0143907,1998,7.5,1453,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14342,"Xiao Wu, artisan pickpocket",tt0144020,1997,7.4,2865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14343,American Psycho,tt0144084,2000,7.6,609760,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14344,Les anges de Boston,tt0144117,1999,7.7,239912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14345,La fiancée de Chucky,tt0144120,1998,5.5,59622,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14346,La cerisaie,tt0144134,1999,6.4,677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14347,Committed,tt0144142,2000,5.1,3888,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14348,Dick - Les coulisses de la présidence,tt0144168,1999,6.2,20492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14349,La veille de la nuit de la Saint-Jean,tt0144187,1968,7.3,390,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14350,La fille sur le pont,tt0144201,1999,7.5,13904,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14351,Le déshonneur d'Elisabeth Campbell,tt0144214,1999,6.4,59978,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14352,The Lost Son,tt0144286,1999,6.4,1771,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14353,La marche sur Rome,tt0144294,1962,7.3,654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14354,Sur la route d'Ozona,tt0144546,1998,6.0,962,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14355,Premutos,tt0144555,1997,5.4,1644,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14356,Shadrach,tt0144604,1998,6.4,1253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14357,St. Ives,tt0144622,1998,6.5,793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14358,Un de trop,tt0144640,1999,6.0,19298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14359,Toto qui vécut deux fois,tt0144646,1998,6.9,549,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14360,"VIP, Mon Frère Le Surhomme",tt0144667,1968,7.2,573,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14361,Sur la piste de l'Ouest sauvage,tt0144681,1965,7.0,674,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14362,Holy Smoke,tt0144715,1999,5.8,15017,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14363,Le bandit de la lumière rouge,tt0144782,1968,7.3,1453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14364,En dansant le sirtaki,tt0144869,1966,5.7,549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14365,"Je sais rien, mais je dirai tout",tt0145005,1973,5.6,597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14366,Petit Dieter doit voler,tt0145046,1997,8.0,6385,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14367,Spider-Man,tt0145487,2002,7.4,814092,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14368,Sunshine,tt0145503,1999,7.5,15134,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14369,Susan a un plan,tt0145505,1998,5.2,1813,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14370,Stigmata,tt0145531,1999,6.2,69196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14371,Two Hands,tt0145547,1999,7.1,12894,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14372,Les cendres d'Angela,tt0145653,1999,7.3,22084,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14373,Austin Powers - L'espion qui m'a tirée,tt0145660,1999,6.6,234550,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14374,Bone Collector,tt0145681,1999,6.7,170696,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14375,La carte du coeur,tt0145734,1998,7.0,19671,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14376,Lucky Luke,tt0145891,1971,6.9,1834,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14377,Simplement irrésistible,tt0145893,1999,5.2,14231,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14378,Le retour de l'idiot,tt0145929,1999,7.2,1054,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14379,Shigatsu monogatari,tt0146271,1998,7.1,3537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14380,La chambre de l'évèque,tt0146289,1977,6.4,820,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14381,Treize jours,tt0146309,2000,7.3,59314,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14382,Lara Croft: Tomb Raider,tt0146316,2001,5.7,210080,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14383,Urban Legend,tt0146336,1998,5.6,67514,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
14384,Valkanizater,tt0146458,1997,6.7,823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14385,Barrio,tt0146468,1998,7.1,3105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14386,"Bleue est la mer, blanche est la mort...",tt0146496,1971,7.1,406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14387,Adrienn Pál,tt0146592,2010,6.7,516,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14388,La fin des temps,tt0146675,1999,5.8,111402,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14389,L'enfer du dimanche,tt0146838,1999,6.9,120517,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14390,Haute fidélité,tt0146882,2000,7.4,181032,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14391,La légende de Bagger Vance,tt0146984,2000,6.7,57467,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14392,Little Voice,tt0147004,1998,7.0,16652,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14393,Comme un voleur,tt0147599,1999,5.9,2544,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14394,Happiness,tt0147612,1998,7.7,70751,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14395,10 bonnes raisons de te larguer,tt0147800,1999,7.3,342356,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14396,La ferme - une comédie bio,tt0147856,1998,6.3,623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14397,Emporte-moi,tt0148103,1999,7.0,983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14398,Still Crazy: De retour pour mettre le feu,tt0149151,1998,7.0,8291,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14399,Strays,tt0149171,1997,5.5,1702,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14400,Peur bleue,tt0149261,1999,5.9,134732,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14401,En toute complicité,tt0149367,2000,6.3,6140,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14402,De si jolis chevaux,tt0149624,2000,5.8,15104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14403,"Ma mère, moi et ma mère",tt0149691,1999,6.2,18095,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14404,Shanduraï,tt0149723,1998,6.8,5038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14405,Dérapages,tt0149964,1998,6.5,765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14406,Claire Dolan,tt0150143,1998,6.7,1356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14407,"Broadway, 39ème rue",tt0150216,1999,6.8,9297,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14408,Double jeu,tt0150377,1999,6.5,87662,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14409,Les Rêves de Hind et Camilia,tt0150392,1988,7.1,504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14410,Désiré,tt0150430,1937,6.9,408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14411,En plein coeur,tt0150464,1998,6.2,752,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14412,G-Men,tt0150488,1998,5.3,732,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14413,Fucking Åmål,tt0150662,1998,7.5,52770,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14414,Harmagedon: Genma taisen,tt0150844,1983,5.4,400,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14415,La servante,tt0150980,1960,7.3,4695,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14416,Il était une fois un merle chanteur,tt0151035,1970,7.6,1147,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14417,Jeanne d'Arc,tt0151137,1999,6.4,67077,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14418,Kolobos,tt0151239,1999,5.1,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
14419,Terminus paradis,tt0151479,1998,7.8,2245,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14420,Topsy-Turvy,tt0151568,1999,7.4,12831,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14421,Le miracle de P. Tinto,tt0151572,1998,7.1,4060,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14422,My Name Is Joe,tt0151691,1998,7.5,8446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14423,College attitude,tt0151738,1999,6.0,91587,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14424,Personne ne voulait mourir,tt0151750,1965,7.9,718,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
